RUN,TRENCH_ARE,TRENCH_P,ROTATION,MID_X,MID_Y,F_INT,A_INT,F_INT_P,A_INT_P,S_FEAT,S_AREA
98,41374.20000000000,0.10001200000,28.48860000000,85548.90000000000,200675.00000000000,671,3689.89000000000,19.77020000000,9.73302000000,3491,38008.1075936
99,41426.40000000000,0.10013800000,140.08800000000,85540.30000000000,200676.00000000000,711,3821.24000000000,20.94870000000,10.07950000000,3492,38009.1075936
100,41376.00000000000,0.10001600000,55.52850000000,85534.20000000000,200688.00000000000,576,3714.11000000000,16.97110000000,9.79688000000,3493,38010.1075936
101,41366.60000000000,0.09999310000,98.28420000000,85546.90000000000,200672.00000000000,747,3453.72000000000,22.00940000000,9.11006000000,3494,38011.1075936
102,41379.60000000000,0.10002500000,101.04800000000,85533.40000000000,200696.00000000000,746,3705.76000000000,21.98000000000,9.77486000000,3495,38012.1075936
103,41393.60000000000,0.10005900000,25.89530000000,85540.50000000000,200689.00000000000,628,3846.91000000000,18.50320000000,10.14720000000,3496,38013.1075936
104,41367.20000000000,0.09999460000,74.73690000000,85548.90000000000,200672.00000000000,701,3790.27000000000,20.65410000000,9.99778000000,3497,38014.1075936
105,41370.80000000000,0.10000300000,83.79030000000,85541.50000000000,200675.00000000000,653,3866.12000000000,19.23980000000,10.19790000000,3498,38015.1075936
106,41491.80000000000,0.10029600000,22.68970000000,85543.10000000000,200704.00000000000,588,3780.14000000000,17.32470000000,9.97107000000,3499,38016.1075936
107,41364.50000000000,0.09998810000,3.97930000000,85542.30000000000,200719.00000000000,690,3900.04000000000,20.33000000000,10.28730000000,3500,38017.1075936
108,41369.80000000000,0.10000100000,96.99570000000,85536.40000000000,200719.00000000000,729,3817.50000000000,21.47910000000,10.06960000000,3501,38018.1075936
109,41360.80000000000,0.09997900000,176.00700000000,85535.10000000000,200699.00000000000,674,3926.71000000000,19.85860000000,10.35770000000,3502,38019.1075936
110,41379.20000000000,0.10002400000,167.41900000000,85550.10000000000,200704.00000000000,691,3773.16000000000,20.35950000000,9.95266000000,3503,38020.1075936
111,41320.00000000000,0.09988040000,113.74400000000,85545.10000000000,200706.00000000000,676,3744.16000000000,19.91750000000,9.87616000000,3504,38021.1075936
112,41352.60000000000,0.09995930000,168.91300000000,85532.80000000000,200717.00000000000,700,3797.54000000000,20.62460000000,10.01700000000,3505,38022.1075936
113,41370.30000000000,0.10000200000,46.24840000000,85535.80000000000,200712.00000000000,619,3864.04000000000,18.23810000000,10.19240000000,3506,38023.1075936
114,41353.60000000000,0.09996170000,0.49081200000,85533.40000000000,200708.00000000000,654,3682.74000000000,19.26930000000,9.71416000000,3507,38024.1075936
115,41402.70000000000,0.10008000000,38.93810000000,85532.60000000000,200684.00000000000,717,4124.05000000000,21.12550000000,10.87820000000,3508,38025.1075936
116,41371.60000000000,0.10000500000,141.02200000000,85539.00000000000,200718.00000000000,693,3776.05000000000,20.41840000000,9.96028000000,3509,38026.1075936
117,41374.20000000000,0.10001200000,51.94940000000,85540.80000000000,200681.00000000000,617,3649.12000000000,18.17910000000,9.62546000000,3510,38027.1075936
118,41385.70000000000,0.10003900000,72.11120000000,85544.10000000000,200676.00000000000,624,3806.31000000000,18.38540000000,10.04010000000,3511,38028.1075936
119,41270.00000000000,0.09975950000,7.51842000000,85531.10000000000,200690.00000000000,657,3869.10000000000,19.35770000000,10.20570000000,3512,38029.1075936
120,41376.60000000000,0.10001700000,9.96161000000,85533.20000000000,200694.00000000000,699,3971.50000000000,20.59520000000,10.47580000000,3513,38030.1075936
121,41626.70000000000,0.10062200000,0.24011600000,85540.60000000000,200686.00000000000,686,3815.16000000000,20.21210000000,10.06340000000,3514,38031.1075936
122,41388.10000000000,0.10004500000,71.53520000000,85541.40000000000,200676.00000000000,631,3892.13000000000,18.59160000000,10.26650000000,3515,38032.1075936
123,41368.50000000000,0.09999770000,125.75300000000,85549.70000000000,200701.00000000000,706,3849.23000000000,20.80140000000,10.15330000000,3516,38033.1075936
124,41319.80000000000,0.09988010000,159.50900000000,85537.10000000000,200717.00000000000,703,3773.40000000000,20.71300000000,9.95329000000,3517,38034.1075936
125,41349.50000000000,0.09995180000,11.43380000000,85550.50000000000,200701.00000000000,663,3858.87000000000,19.53450000000,10.17870000000,3518,38035.1075936
126,41388.20000000000,0.10004500000,88.19260000000,85548.60000000000,200719.00000000000,662,3803.49000000000,19.50500000000,10.03270000000,3519,38036.1075936
127,41364.80000000000,0.09998870000,72.35540000000,85531.10000000000,200720.00000000000,703,3811.52000000000,20.71300000000,10.05380000000,3520,38037.1075936
128,41400.40000000000,0.10007500000,63.62810000000,85531.50000000000,200688.00000000000,645,3571.18000000000,19.00410000000,9.41988000000,3521,38038.1075936
129,41341.50000000000,0.09993240000,1.17905000000,85549.20000000000,200697.00000000000,709,3904.06000000000,20.88980000000,10.29790000000,3522,38039.1075936
130,41369.50000000000,0.10000000000,74.80530000000,85532.40000000000,200709.00000000000,670,3784.73000000000,19.74070000000,9.98316000000,3523,38040.1075936
131,41366.40000000000,0.09999280000,151.76900000000,85538.70000000000,200714.00000000000,676,3760.96000000000,19.91750000000,9.92046000000,3524,38041.1075936
132,41359.80000000000,0.09997660000,95.01920000000,85530.90000000000,200679.00000000000,682,3730.28000000000,20.09430000000,9.83954000000,3525,38042.1075936
133,41361.90000000000,0.09998170000,57.13770000000,85546.70000000000,200720.00000000000,603,3754.15000000000,17.76660000000,9.90251000000,3526,38043.1075936
134,41378.90000000000,0.10002300000,9.96479000000,85538.50000000000,200719.00000000000,707,3961.51000000000,20.83090000000,10.44950000000,3527,38044.1075936
135,41369.10000000000,0.09999910000,32.07430000000,85543.80000000000,200712.00000000000,681,3772.59000000000,20.06480000000,9.95116000000,3528,38045.1075936
136,41363.60000000000,0.09998600000,18.21690000000,85534.20000000000,200692.00000000000,674,3817.72000000000,19.85860000000,10.07020000000,3529,38046.1075936
137,41356.10000000000,0.09996780000,154.44600000000,85537.40000000000,200675.00000000000,733,3886.72000000000,21.59690000000,10.25220000000,3530,38047.1075936
138,41379.90000000000,0.10002500000,16.93390000000,85541.00000000000,200672.00000000000,627,3620.89000000000,18.47380000000,9.55101000000,3531,38048.1075936
139,41370.10000000000,0.10000200000,80.73290000000,85543.40000000000,200722.00000000000,636,3745.48000000000,18.73900000000,9.87964000000,3532,38049.1075936
140,41374.00000000000,0.10001100000,105.37900000000,85541.50000000000,200689.00000000000,707,3798.11000000000,20.83090000000,10.01850000000,3533,38050.1075936
141,41348.50000000000,0.09994930000,66.84800000000,85548.10000000000,200721.00000000000,606,3755.48000000000,17.85500000000,9.90603000000,3534,38051.1075936
142,41371.60000000000,0.10000500000,51.72160000000,85546.20000000000,200700.00000000000,621,3650.42000000000,18.29700000000,9.62889000000,3535,38052.1075936
143,41375.70000000000,0.10001500000,173.83300000000,85543.50000000000,200722.00000000000,686,3634.05000000000,20.21210000000,9.58572000000,3536,38053.1075936
144,41381.90000000000,0.10003000000,74.15430000000,85534.20000000000,200678.00000000000,648,3692.93000000000,19.09250000000,9.74102000000,3537,38054.1075936
145,41300.20000000000,0.09983250000,172.12900000000,85547.30000000000,200717.00000000000,720,3731.18000000000,21.21390000000,9.84192000000,3538,38055.1075936
146,41363.00000000000,0.09998440000,121.36300000000,85537.30000000000,200689.00000000000,742,3702.47000000000,21.86210000000,9.76618000000,3539,38056.1075936
147,41374.30000000000,0.10001200000,40.68330000000,85532.30000000000,200686.00000000000,641,3861.71000000000,18.88630000000,10.18620000000,3540,38057.1075936
148,41381.60000000000,0.10002900000,26.66290000000,85547.40000000000,200679.00000000000,604,3657.36000000000,17.79610000000,9.64720000000,3541,38058.1075936
149,41389.00000000000,0.10004700000,161.35900000000,85537.10000000000,200719.00000000000,733,3794.86000000000,21.59690000000,10.00990000000,3542,38059.1075936
150,41363.60000000000,0.09998600000,30.50750000000,85536.60000000000,200721.00000000000,616,3727.53000000000,18.14970000000,9.83230000000,3543,38060.1075936
151,41364.70000000000,0.09998850000,157.25900000000,85545.50000000000,200710.00000000000,756,3871.38000000000,22.27460000000,10.21170000000,3544,38061.1075936
152,41587.60000000000,0.10052700000,21.55630000000,85543.40000000000,200708.00000000000,666,3754.36000000000,19.62290000000,9.90306000000,3545,38062.1075936
153,41372.60000000000,0.10000800000,143.77300000000,85537.20000000000,200699.00000000000,724,3909.71000000000,21.33180000000,10.31280000000,3546,38063.1075936
154,41418.90000000000,0.10012000000,24.05390000000,85531.80000000000,200698.00000000000,655,3739.78000000000,19.29880000000,9.86461000000,3547,38064.1075936
155,41381.30000000000,0.10002900000,33.45020000000,85533.60000000000,200676.00000000000,607,3606.01000000000,17.88450000000,9.51175000000,3548,38065.1075936
156,41370.80000000000,0.10000300000,139.02500000000,85534.40000000000,200706.00000000000,720,3905.75000000000,21.21390000000,10.30240000000,3549,38066.1075936
157,41253.90000000000,0.09972070000,21.36970000000,85546.70000000000,200703.00000000000,633,3735.64000000000,18.65060000000,9.85369000000,3550,38067.1075936
158,41400.90000000000,0.10007600000,98.02620000000,85535.10000000000,200711.00000000000,740,3737.06000000000,21.80320000000,9.85742000000,3551,38068.1075936
159,41593.50000000000,0.10054200000,21.80330000000,85543.50000000000,200680.00000000000,658,3737.15000000000,19.38720000000,9.85767000000,3552,38069.1075936
160,41359.60000000000,0.09997630000,118.61900000000,85538.30000000000,200710.00000000000,713,3907.21000000000,21.00770000000,10.30620000000,3553,38070.1075936
161,41356.50000000000,0.09996870000,37.10110000000,85547.00000000000,200716.00000000000,621,3925.10000000000,18.29700000000,10.35340000000,3554,38071.1075936
162,41374.90000000000,0.10001300000,52.27050000000,85537.80000000000,200687.00000000000,673,3789.85000000000,19.82910000000,9.99667000000,3555,38072.1075936
163,41367.60000000000,0.09999570000,125.81700000000,85545.90000000000,200722.00000000000,693,3889.38000000000,20.41840000000,10.25920000000,3556,38073.1075936
164,41381.20000000000,0.10002800000,49.03250000000,85540.10000000000,200697.00000000000,632,3983.47000000000,18.62110000000,10.50740000000,3557,38074.1075936
165,41469.60000000000,0.10024200000,172.44000000000,85537.80000000000,200709.00000000000,711,3679.41000000000,20.94870000000,9.70537000000,3558,38075.1075936
166,41375.30000000000,0.10001400000,73.40180000000,85543.60000000000,200687.00000000000,695,3923.23000000000,20.47730000000,10.34850000000,3559,38076.1075936
167,41367.60000000000,0.09999560000,164.04700000000,85549.20000000000,200721.00000000000,692,3737.31000000000,20.38890000000,9.85808000000,3560,38077.1075936
168,41363.80000000000,0.09998640000,58.25230000000,85547.90000000000,200711.00000000000,632,3814.30000000000,18.62110000000,10.06120000000,3561,38078.1075936
169,41368.60000000000,0.09999790000,12.70650000000,85550.00000000000,200673.00000000000,716,3890.07000000000,21.09610000000,10.26100000000,3562,38079.1075936
170,41366.30000000000,0.09999230000,49.44500000000,85540.40000000000,200700.00000000000,664,3967.68000000000,19.56390000000,10.46570000000,3563,38080.1075936
171,41395.20000000000,0.10006200000,85.39340000000,85546.20000000000,200711.00000000000,645,3714.46000000000,19.00410000000,9.79781000000,3564,38081.1075936
172,41373.30000000000,0.10000900000,135.09200000000,85531.30000000000,200694.00000000000,729,3744.19000000000,21.47910000000,9.87625000000,3565,38082.1075936
173,41390.10000000000,0.10005000000,139.25500000000,85545.90000000000,200680.00000000000,703,3680.49000000000,20.71300000000,9.70822000000,3566,38083.1075936
174,41370.30000000000,0.10000200000,132.95600000000,85541.00000000000,200691.00000000000,686,3812.85000000000,20.21210000000,10.05740000000,3567,38084.1075936
175,41305.50000000000,0.09984540000,70.68340000000,85547.30000000000,200717.00000000000,613,3720.65000000000,18.06130000000,9.81414000000,3568,38085.1075936
176,41386.30000000000,0.10004100000,83.83890000000,85547.80000000000,200692.00000000000,594,3798.45000000000,17.50150000000,10.01940000000,3569,38086.1075936
177,41355.70000000000,0.09996680000,80.62930000000,85543.40000000000,200714.00000000000,676,4038.09000000000,19.91750000000,10.65150000000,3570,38087.1075936
178,41364.50000000000,0.09998820000,71.82180000000,85539.70000000000,200692.00000000000,667,3786.30000000000,19.65230000000,9.98730000000,3571,38088.1075936
179,41407.10000000000,0.10009100000,116.81000000000,85535.40000000000,200677.00000000000,700,3789.04000000000,20.62460000000,9.99453000000,3572,38089.1075936
180,41364.60000000000,0.09998820000,40.71270000000,85541.80000000000,200701.00000000000,660,3621.56000000000,19.44610000000,9.55277000000,3573,38090.1075936
181,41386.10000000000,0.10004000000,150.05700000000,85540.20000000000,200699.00000000000,727,3673.55000000000,21.42020000000,9.68990000000,3574,38091.1075936
182,41373.80000000000,0.10001100000,15.60730000000,85539.10000000000,200684.00000000000,640,3890.11000000000,18.85680000000,10.26110000000,3575,38092.1075936
183,41390.60000000000,0.10005100000,162.59400000000,85548.80000000000,200700.00000000000,716,4028.88000000000,21.09610000000,10.62720000000,3576,38093.1075936
184,41359.10000000000,0.09997490000,74.63090000000,85544.40000000000,200712.00000000000,648,3826.80000000000,19.09250000000,10.09420000000,3577,38094.1075936
185,41369.40000000000,0.09999990000,51.98640000000,85545.00000000000,200707.00000000000,668,3775.87000000000,19.68180000000,9.95979000000,3578,38095.1075936
186,41383.20000000000,0.10003300000,164.80200000000,85549.10000000000,200692.00000000000,710,3779.48000000000,20.91930000000,9.96931000000,3579,38096.1075936
187,41335.60000000000,0.09991820000,81.43570000000,85539.40000000000,200713.00000000000,688,3868.50000000000,20.27110000000,10.20410000000,3580,38097.1075936
188,41368.40000000000,0.09999750000,163.74800000000,85549.60000000000,200701.00000000000,752,3975.53000000000,22.15670000000,10.48640000000,3581,38098.1075936
189,41380.40000000000,0.10002600000,112.23200000000,85545.30000000000,200692.00000000000,695,3809.00000000000,20.47730000000,10.04720000000,3582,38099.1075936
190,41385.60000000000,0.10003900000,79.56710000000,85538.00000000000,200712.00000000000,634,3786.98000000000,18.68000000000,9.98910000000,3583,38100.1075936
191,41382.80000000000,0.10003200000,163.92900000000,85542.00000000000,200687.00000000000,723,3733.41000000000,21.30230000000,9.84779000000,3584,38101.1075936
192,41371.20000000000,0.10000400000,74.11060000000,85532.50000000000,200681.00000000000,685,3765.51000000000,20.18270000000,9.93247000000,3585,38102.1075936
193,41384.40000000000,0.10003600000,179.15500000000,85550.50000000000,200709.00000000000,723,3844.60000000000,21.30230000000,10.14110000000,3586,38103.1075936
194,41375.30000000000,0.10001400000,46.00610000000,85535.20000000000,200687.00000000000,612,3590.30000000000,18.03180000000,9.47031000000,3587,38104.1075936
195,41384.50000000000,0.10003600000,10.01400000000,85548.10000000000,200693.00000000000,639,3698.52000000000,18.82730000000,9.75577000000,3588,38105.1075936
196,41369.50000000000,0.10000000000,29.01720000000,85541.40000000000,200708.00000000000,692,3742.62000000000,20.38890000000,9.87208000000,3589,38106.1075936
197,41374.00000000000,0.10001100000,137.67600000000,85543.60000000000,200705.00000000000,738,3907.54000000000,21.74430000000,10.30710000000,3590,38107.1075936
198,41363.20000000000,0.09998500000,8.13083000000,85535.90000000000,200709.00000000000,723,3823.13000000000,21.30230000000,10.08450000000,3591,38108.1075936
199,41369.50000000000,0.10000000000,170.44100000000,85546.00000000000,200704.00000000000,686,3967.19000000000,20.21210000000,10.46450000000,3592,38109.1075936
200,41362.70000000000,0.09998370000,59.48040000000,85531.30000000000,200674.00000000000,663,3886.07000000000,19.53450000000,10.25050000000,3593,38110.1075936
201,41348.40000000000,0.09994920000,168.38200000000,85540.80000000000,200704.00000000000,717,3837.33000000000,21.12550000000,10.12190000000,3594,38111.1075936
202,41369.00000000000,0.09999890000,128.95400000000,85546.70000000000,200681.00000000000,671,3807.86000000000,19.77020000000,10.04420000000,3595,38112.1075936
203,41271.70000000000,0.09976370000,7.59779000000,85550.10000000000,200715.00000000000,694,3792.02000000000,20.44780000000,10.00240000000,3596,38113.1075936
204,41366.30000000000,0.09999230000,71.48420000000,85548.10000000000,200703.00000000000,633,3587.17000000000,18.65060000000,9.46205000000,3597,38114.1075936
205,41307.60000000000,0.09985050000,160.71300000000,85531.30000000000,200683.00000000000,720,3828.00000000000,21.21390000000,10.09730000000,3598,38115.1075936
206,41367.20000000000,0.09999460000,60.26350000000,85550.10000000000,200683.00000000000,640,3944.14000000000,18.85680000000,10.40370000000,3599,38116.1075936
207,41361.60000000000,0.09998100000,91.55890000000,85549.00000000000,200707.00000000000,645,3800.34000000000,19.00410000000,10.02430000000,3600,38117.1075936
208,41367.10000000000,0.09999440000,98.75180000000,85542.00000000000,200692.00000000000,705,3469.44000000000,20.77190000000,9.15152000000,3601,38118.1075936
209,41350.40000000000,0.09995400000,113.18300000000,85539.10000000000,200700.00000000000,736,3757.67000000000,21.68530000000,9.91180000000,3602,38119.1075936
210,41406.30000000000,0.10008900000,141.02200000000,85546.90000000000,200717.00000000000,714,3907.31000000000,21.03710000000,10.30650000000,3603,38120.1075936
211,41365.10000000000,0.09998940000,151.72300000000,85543.70000000000,200688.00000000000,733,3843.26000000000,21.59690000000,10.13760000000,3604,38121.1075936
212,41159.40000000000,0.09949230000,90.29500000000,85550.40000000000,200713.00000000000,695,3618.74000000000,20.47730000000,9.54533000000,3605,38122.1075936
213,41405.30000000000,0.10008700000,139.53800000000,85542.20000000000,200692.00000000000,716,3675.68000000000,21.09610000000,9.69552000000,3606,38123.1075936
214,41364.90000000000,0.09998910000,118.90500000000,85542.40000000000,200692.00000000000,664,3713.94000000000,19.56390000000,9.79643000000,3607,38124.1075936
